mnum,f,Zmag,Zphi,Zim,Zre,satur
1,10.0,4.3713786409529005,-174.51181543764588,-0.4180807583994223,-4.35133998924876,0
1,11.070704277200036,4.649834749255425,-177.81483462510906,-0.1772939471469124,-4.646453491824526,0
1,12.256049319321509,4.895580745394212,-178.104799441631,-0.1619039943131937,-4.892902812370176,0
1,13.56830976209872,5.069164223023577,-176.11373515944285,-0.3435682831407266,-5.057507958945982,0
1,15.021074491764132,4.939544815981223,-177.04336826734013,-0.254782015995723,-4.932969603941639,0
1,16.629387362411354,5.0928071215578266,175.76339048852822,0.3762332789081015,-5.078890912121678,0
1,18.40990298002635,4.811543287196914,-179.99952718184278,-3.970597921297593e-05,-4.811543287033082,0
1,20.381059166381537,4.867057588826156,174.33912345614638,0.4800878733925443,-4.84332171208683,0
1,22.563267888712705,5.31035164415947,171.37233972230695,0.7966199805361941,-5.250260107007813,0
1,24.9791266323182,4.9546827786263545,170.49890383896943,0.8178520213625368,-4.886716638804606,0
1,27.653652404912624,4.902262452238512,174.08004261072168,0.505614484177828,-4.876118450572867,0
1,30.614540795926924,5.013659035833259,170.80705300328873,0.8009805223473321,-4.949263291684195,0
1,33.8924527733983,5.002534028151159,169.02113800473035,0.9527167619460046,-4.910975206037737,0
1,37.52133218832608,5.267927159849927,164.6149163648873,1.3976080272857017,-5.079148389597521,0
1,41.53875727435449,5.142756449034093,166.41495568130222,1.207973824228425,-4.998874186660503,0
1,45.98632978267703,5.51796472443535,160.3478688279326,1.8557388353634796,-5.196553480436498,0
1,50.9101057817814,5.65283133094827,158.72498659879724,2.0511009447937862,-5.267588344813632,0
1,56.36107258310733,5.804502309982442,150.9578975124831,2.817808320506912,-5.074662878997335,0
1,62.3956767313388,5.131449635946431,151.1623669281891,2.4750477246610374,-4.495098900681161,0
1,69.07640852684227,5.993833688656555,149.5833100663944,3.0345880168856123,-5.168879748557563,0
1,76.47244913317297,6.069126924253473,144.66192121903453,3.5103824173160527,-4.950910714898495,0
1,84.66038697065802,6.124631405807221,143.75712313494458,3.620939565926508,-4.939626151532937,0
