mnum,f,Zmag,Zphi,Zim,Zre,satur
0,10.0,4.703345681227058,-152.13442833502452,-2.1983375904033275,-4.157976964310518,0
0,11.070704277200036,6.45473646285794,-165.2148470814622,-1.6472178657122898,-6.24101723341845,0
0,12.256049319321509,6.856102683130805,-173.0187170220954,-0.833325674044224,-6.805270922058296,0
0,13.56830976209872,6.9502873077985,-179.89725911248618,-0.0124630175183456,-6.950276133661112,0
0,15.021074491764132,7.547789036103568,179.25231139710138,0.0984930428924673,-7.547146378203288,0
0,16.629387362411354,7.08561488730847,176.59843124001134,0.420415786210329,-7.073131477496553,0
0,18.40990298002635,7.0726288244885644,-174.9275469032569,-0.6253293478959145,-7.04493021226233,0
0,20.381059166381537,6.86388737401519,177.0076690207394,0.3583106361268318,-6.854528676080035,0
0,22.563267888712705,6.62672838519793,-179.76926389635028,-0.0266864569728579,-6.626674650547,0
0,24.9791266323182,7.424316213668349,-178.23703626252814,-0.2284066145221584,-7.420801955245892,0
0,27.653652404912624,7.141003285012627,175.20489550687796,0.5969357451104406,-7.1160098111772285,0
0,30.614540795926924,7.390600915872394,177.46302303015526,0.3271385482377277,-7.383357113667927,0
0,33.8924527733983,6.859550330382745,172.30485052579027,0.9185095019564172,-6.797776918218911,0
0,37.52133218832608,7.840115603300268,171.73267025020675,1.127345483866678,-7.758640656269482,0
0,41.53875727435449,7.603103279256127,174.97791102208546,0.6655740994925906,-7.5739151429838385,0
0,45.98632978267703,7.747093808862072,168.99391340676223,1.4790230401496884,-7.604600800174551,0
0,50.9101057817814,7.065708899701325,168.5810298920704,1.3988823904864418,-6.92584798511384,0
0,56.36107258310733,7.42159844429937,164.46280047149756,1.9879787553456965,-7.1503890758979685,0
0,62.3956767313388,8.03678749965784,171.98669363203317,1.12035290660135,-7.958314060108865,0
0,69.07640852684227,7.486371855037047,163.0163271839635,2.1867630895449395,-7.159876447404292,0
0,76.47244913317297,7.670531554316577,166.2012659922603,1.829513818987008,-7.449156563793102,0
0,84.66038697065802,8.080550862009321,160.9220233421919,2.641165668329986,-7.636723521639015,0
0,93.7250108145474,8.07706712616633,160.26031495105212,2.728007393630932,-7.602433098744887,0
0,103.76018781052294,7.467192403319232,155.48704513587523,3.098130503218965,-6.794155559980405,0
0,114.8698354997034,7.898456184698041,154.07005182542116,3.4537731195352177,-7.103313405754438,0
0,127.1689979187831,7.413404229357068,156.1530569687136,2.997200756860854,-6.78051250945841,0
0,140.78503691867144,8.444883405750051,150.19425356568772,4.197622109212531,-7.327757116946679,0
0,155.8589510381301,7.771005752478389,149.65081846421387,3.926444879252304,-6.706083880719475,0
0,172.54683558977376,8.22455395606102,141.4395480777239,5.126693530276125,-6.431197495240207,0
0,191.021499078104,8.391933683139689,142.82384307662667,5.070973579156956,-6.686537063511019,0
0,211.47425268811284,8.347221111823579,137.00251215686956,5.692523437688789,-6.105020655250651,0
0,234.1168913751972,9.406343671526429,134.3723096781464,6.723755429546443,-6.578025098045007,0
0,259.1838870712172,8.722261494402382,126.68685305902328,6.9944927243256725,-5.211038006586567,0
0,286.93481671806546,9.985053578288309,122.2835191076572,8.441519088167867,-5.333108891198988,0
