mnum;f;Zmag;Zphi;Zim;Zre;satur
0;10.0;3.827795884982702;178.04400120718702;0.1306502846305372;-3.8255655582170416;0
0;11.070704277200035;3.814187574328379;174.5035282724573;0.36533988139018325;-3.796650316163817;0
0;12.256049319321509;3.946944779530301;175.4544387588784;0.3128025303398893;-3.93453017140223;0
0;13.568309762098721;3.736203334382223;173.8874834670449;0.3978357380708959;-3.7149619219263106;0
0;15.021074491764132;3.7888996469206786;177.0515645695323;0.19489037767888942;-3.78388401977701;0
0;16.629387362411354;3.818773941842717;169.7725706559255;0.6780457918263122;-3.758096369584419;0
0;18.40990298002635;3.738529038926364;173.0511565186714;0.4522988341710695;-3.7110679243990097;0
0;20.381059166381537;3.8640923914976395;168.58602790660723;0.7646899058478415;-3.7876720235422137;0
0;22.563267888712705;3.947196349158528;166.57039218567377;0.9167385554334815;-3.839264179473997;0
0;24.9791266323182;3.908740749870087;167.75813018699444;0.8288054890922019;-3.819860692609824;0
0;27.653652404912624;3.6911885839229726;165.6191540825361;0.9167660176280971;-3.5755297832636774;0
0;30.614540795926924;3.9301908455701495;163.6196203019457;1.1083646511554415;-3.7706667689776676;0
0;33.8924527733983;3.840585271228295;162.6749910563223;1.1436939858438615;-3.666341404223057;0
0;37.52133218832608;3.994654498283221;160.537957969362;1.3309481495181017;-3.7664096410173857;0
0;41.53875727435449;3.9316657832744633;158.91960995509834;1.4141316252721443;-3.6685457033784328;0
0;45.98632978267703;4.001750110418147;155.97502702759206;1.6292516623966375;-3.6550708566058536;0
0;50.9101057817814;4.102941582298311;155.00919882486383;1.7333810083477836;-3.718806247662251;0
0;56.36107258310733;4.304249241348117;152.23677859353847;2.0049998940518834;-3.8087448006525424;0
0;62.395676731338796;3.9597821952624934;150.791204949635;1.9323485634533093;-3.4562847196430133;0
0;69.07640852684227;4.4674362085356485;145.7252240475834;2.515891697710034;-3.6916493932562306;0
0;76.47244913317297;4.584340451811331;140.92729519616725;2.889537450165313;-3.559037889964907;0
0;84.66038697065802;4.801971352475462;139.9037935807366;3.0928200110643904;-3.673335439237027;0
0;93.72501081454739;4.812980343934506;136.81030206497437;3.294080864297909;-3.5091040239021494;0
0;103.76018781052294;5.121587919774915;133.59886336665085;3.708979923396261;-3.531873546409583;0
0;114.86983549970341;5.3734886239712365;128.5688417415396;4.201313835001438;-3.3501256770118055;0
