mnum,f,Zmag,Zphi,Zim,Zre,satur
0,10.0,4.293555188864506,174.5761316326969,0.4058398799860712,-4.274331544421679,0
0,11.070704277200036,4.177111258444246,172.6565970758306,0.533901468189781,-4.142850188902136,0
0,12.256049319321509,4.489812209806204,172.5672686334116,0.5808114805279755,-4.452086219224845,0
0,13.56830976209872,4.39968042878811,175.08810726798967,0.3767170492499518,-4.383522800244746,0
0,15.021074491764132,4.40109918416005,172.17677765696465,0.599064935497356,-4.360137065720734,0
0,16.629387362411354,4.333255478632523,171.79084977012096,0.6187325533728537,-4.288854517291941,0
0,18.40990298002635,4.221648369804474,165.5792925449905,1.0513590133292978,-4.088637815136481,0
0,20.381059166381537,4.492138756117403,162.52300211173574,1.349092109733591,-4.284770832106028,0
0,22.563267888712705,4.313672237220908,164.03725129304777,1.186313035116713,-4.14734005754081,0
0,24.9791266323182,4.102542635528856,161.24479831885353,1.319071794890171,-3.884701491267672,0
0,27.653652404912624,4.661293151776552,162.31644246951095,1.4159128143771722,-4.441040953299294,0
0,30.614540795926924,4.6617007311865,162.33734196682852,1.414416448263293,-4.441945499218446,0
0,33.8924527733983,4.159016474991694,161.9509699162733,1.28859113051166,-3.954358473585699,0
0,37.52133218832608,4.507632032300476,154.0314250820142,1.9737934321802928,-4.052516011776297,0
0,41.53875727435449,4.404714306122298,152.22143648476822,2.0528420023132057,-3.897094793830033,0
0,45.98632978267703,4.721146132648391,150.07438065783103,2.355263267599396,-4.091693505887004,0
0,50.9101057817814,4.952416751488043,147.9842451081419,2.625535804878282,-4.199165800218125,0
0,56.36107258310733,4.748815574670822,147.0756431236297,2.581130043891906,-3.9861029914886457,0
0,62.3956767313388,5.512656073576095,145.88849187574772,3.0915267598386653,-4.56419097746105,0
0,69.07640852684227,5.286863584120464,136.6755785421773,3.6274677422400177,-3.846089486232372,0
0,76.47244913317297,5.611263554698631,133.9584526798685,4.0392306653207175,-3.8949832236637274,0
0,84.66038697065802,5.980663196425427,128.71165453011224,4.666730693885941,-3.740315080286746,0
0,93.7250108145474,5.599979918939483,128.38598792939322,4.389518162332346,-3.477341713878566,0
0,103.76018781052294,6.276668989710074,123.86483397536938,5.211860039353303,-3.497583242266045,0
0,114.8698354997034,6.642660275669576,120.87716132151122,5.701192981153303,-3.4090077925412428,0
0,127.1689979187831,6.771511707756776,114.03519383657934,6.184390818880616,-2.758021212324561,0
0,140.78503691867144,7.292181392054511,110.97235819911292,6.809097775701394,-2.609999412943303,0
0,155.8589510381301,7.857613216055908,109.40374804389656,7.411308072333078,-2.6104785212882,0
0,172.54683558977376,8.72060562315163,105.29145066056311,8.411868115124689,-2.29987765941853,0
0,191.021499078104,9.203675841553636,101.7489839176455,9.010850399435975,-1.8740928673314208,0
0,211.47425268811284,10.012183370065406,97.57443320732428,9.924821639908483,-1.319746661984244,0
0,234.1168913751972,10.6616271733502,96.09043856632591,10.601449361695172,-1.1311787723133622,0
0,259.1838870712172,11.445115562771276,93.4625584841864,11.424222265813796,-0.6912422632287389,0
0,286.93481671806546,12.347585450477183,89.23763247217585,12.346492427851777,0.1642899444109491,0
0,317.65705027182923,13.366628611112388,85.88505565862029,13.33217078549718,0.959157220555512,0
0,351.66872651270864,14.47624496984676,83.32489046741821,14.378113979398307,1.6827081810119615,0
0,389.3220474761733,15.724848966430889,80.22812081932521,15.496702145352804,2.6689131936577493,0
0,431.0069256202747,17.20895766520784,78.7661422885216,16.879237572107545,3.352545735298572,0
0,477.1550214967208,18.460008398502865,75.93009338130122,17.906205101944444,4.487730932207845,0
0,528.2442137371222,19.744046310298568,72.80319060180642,18.861385315915285,5.8374231187905,0
0,584.8035476425729,21.579197976945807,70.39202224889532,20.327836169456464,7.241606313240139,0
0,647.4187136208386,23.25623031008485,67.4464423565462,21.47762667314494,8.919854299523202,0
0,716.7381122021562,25.097016560888893,64.52302576938597,22.656538081066696,10.795439890931076,0
0,793.479568438869,27.170161709310243,61.89592855144732,23.9666201468331,12.79917208445461,0
0,878.4377652187026,29.260838845025457,59.60624932870628,25.239488342828636,14.804219604787292,0
0,972.4924724660732,30.948753974422225,55.99890875703394,25.65735025142621,17.30681226121537,0
